# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
0.64            	U               	(-1.82473557e-01 -2.19204933e-01 -2.33339044e-03)	(8.37500000e-01 7.62500000e-01 5.00000000e-02)	(8.06714639e-02 1.87374249e-01 8.92052393e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
0.65            	p               	-8.05889085e-01	(1.25000000e-02 9.87500000e-01 4.50000000e-01)	1.32010259e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
0.65            	U               	(-1.83140848e-01 -2.21400149e-01 -2.29928592e-03)	(8.37500000e-01 7.62500000e-01 5.00000000e-02)	(8.06105408e-02 1.87342309e-01 8.89594984e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
0.66            	p               	-8.05424238e-01	(1.25000000e-02 9.87500000e-01 4.50000000e-01)	1.32086776e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
0.66            	U               	(-1.83757611e-01 -2.23572857e-01 -2.26568657e-03)	(8.37500000e-01 7.62500000e-01 5.00000000e-02)	(8.05504425e-02 1.87310448e-01 8.87215724e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
0.67            	p               	-8.04979048e-01	(1.25000000e-02 9.87500000e-01 3.50000000e-01)	1.32162280e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
0.67            	U               	(-1.84325454e-01 -2.25723039e-01 -2.23251399e-03)	(8.37500000e-01 7.62500000e-01 5.00000000e-02)	(8.04911984e-02 1.87278707e-01 8.84936879e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
0.68            	p               	-8.04543954e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.32236533e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
0.68            	U               	(-1.84845962e-01 -2.27850661e-01 -2.19970984e-03)	(8.37500000e-01 7.62500000e-01 5.00000000e-02)	(8.04328248e-02 1.87247127e-01 8.82712842e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
0.69            	p               	-8.04124813e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.32309886e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
0.69            	U               	(-1.85320728e-01 -2.29955688e-01 -2.16732228e-03)	(8.37500000e-01 7.62500000e-01 5.00000000e-02)	(8.03753338e-02 1.87215744e-01 8.80570940e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
0.7             	p               	-8.03718725e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.32383002e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
0.7             	U               	(-1.85751451e-01 -2.32037987e-01 -2.13533117e-03)	(8.37500000e-01 7.62500000e-01 5.00000000e-02)	(8.03187362e-02 1.87184589e-01 8.78497119e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
0.71            	p               	-8.03323859e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.32451473e+00	(9.87500000e-01 9.87500000e-01 5.50000000e-01)
0.71            	U               	(-1.86139203e-01 -2.34097881e-01 -2.10367471e-03)	(8.37500000e-01 7.62500000e-01 5.00000000e-02)	(8.02630350e-02 1.87153684e-01 8.76482554e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
0.72            	p               	-8.02943786e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.32522925e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
0.72            	U               	(-1.86485740e-01 -2.36135348e-01 -2.07256786e-03)	(8.37500000e-01 7.62500000e-01 5.00000000e-02)	(8.02082375e-02 1.87123056e-01 8.74543681e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
0.73            	p               	-8.02574330e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.32591515e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
0.73            	U               	(-1.86792576e-01 -2.38150312e-01 -2.04170921e-03)	(8.37500000e-01 7.62500000e-01 5.00000000e-02)	(8.01543441e-02 1.87092723e-01 8.72660627e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
0.74            	p               	-8.02216719e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.32659751e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
0.74            	U               	(-1.87061147e-01 -2.40142766e-01 -2.01128595e-03)	(8.37500000e-01 7.62500000e-01 5.00000000e-02)	(8.01013540e-02 1.87062702e-01 8.70838897e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
0.75            	p               	-8.01869662e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.32726777e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
0.75            	U               	(-1.87292872e-01 -2.42112764e-01 -1.98122642e-03)	(8.37500000e-01 7.62500000e-01 5.00000000e-02)	(8.00492630e-02 1.87033008e-01 8.69072172e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
0.76            	p               	-8.01533482e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.32792878e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
0.76            	U               	(-1.87489121e-01 -2.44060349e-01 -1.95155149e-03)	(8.37500000e-01 7.62500000e-01 5.00000000e-02)	(7.99980667e-02 1.87003652e-01 8.67361741e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
0.77            	p               	-8.01207322e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.32858048e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
0.77            	U               	(-1.83300436e-01 -2.35040252e-01 -1.92408639e-03)	(8.37500000e-01 7.37500000e-01 5.00000000e-02)	(7.99477586e-02 1.86974646e-01 8.65703335e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
0.78            	p               	-8.00891202e-01	(1.25000000e-02 9.87500000e-01 7.50000000e-01)	1.32922353e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
0.78            	U               	(-1.83930757e-01 -2.36997562e-01 -1.89800745e-03)	(8.37500000e-01 7.37500000e-01 5.00000000e-02)	(7.98983352e-02 1.86945996e-01 8.64096613e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
0.79            	p               	-8.00584187e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.32985903e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
0.79            	U               	(-1.84526194e-01 -2.38936285e-01 -1.87219190e-03)	(8.37500000e-01 7.37500000e-01 5.00000000e-02)	(7.98497793e-02 1.86917711e-01 8.62537720e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
0.8             	p               	-8.00286146e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.33048813e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
0.8             	U               	(-1.85087723e-01 -2.40856393e-01 -1.84662103e-03)	(8.37500000e-01 7.37500000e-01 5.00000000e-02)	(7.98020850e-02 1.86889794e-01 8.61024942e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
0.81            	p               	-7.99997548e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.33111525e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
0.81            	U               	(-1.85616329e-01 -2.42757849e-01 -1.82133865e-03)	(8.37500000e-01 7.37500000e-01 5.00000000e-02)	(7.97552420e-02 1.86862252e-01 8.59560760e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
0.82            	p               	-7.99717382e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.33175180e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
0.82            	U               	(-1.86113041e-01 -2.44640594e-01 -1.79631152e-03)	(8.37500000e-01 7.37500000e-01 5.00000000e-02)	(7.97092401e-02 1.86835086e-01 8.58140153e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
0.83            	p               	-7.99444005e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.33230620e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
0.83            	U               	(-1.86578537e-01 -2.46504742e-01 -1.77139448e-03)	(8.37500000e-01 7.37500000e-01 5.00000000e-02)	(7.96640639e-02 1.86808298e-01 8.56755228e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
0.84            	p               	-7.99178115e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.33283018e+00	(9.87500000e-01 9.87500000e-01 5.50000000e-01)
0.84            	U               	(-1.87013419e-01 -2.48350412e-01 -1.74668215e-03)	(8.37500000e-01 7.37500000e-01 5.00000000e-02)	(7.96197000e-02 1.86781886e-01 8.55409183e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
0.85            	p               	-7.98919799e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.33336433e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
0.85            	U               	(-1.87418562e-01 -2.50177603e-01 -1.72221858e-03)	(8.37500000e-01 7.37500000e-01 5.00000000e-02)	(7.95761333e-02 1.86755851e-01 8.54102189e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
0.86            	p               	-7.98670812e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.33395172e+00	(9.87500000e-01 9.87500000e-01 5.50000000e-01)
0.86            	U               	(-1.87795147e-01 -2.51986224e-01 -1.69822432e-03)	(8.37500000e-01 7.37500000e-01 5.00000000e-02)	(7.95333550e-02 1.86730194e-01 8.52842327e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
0.87            	p               	-7.98428934e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.33453513e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
0.87            	U               	(-1.78684270e-01 -2.38273704e-01 -1.67577322e-03)	(8.37500000e-01 7.12500000e-01 5.00000000e-02)	(7.94913538e-02 1.86704915e-01 8.51619050e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
0.88            	p               	-7.98193335e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.33508800e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
0.88            	U               	(-1.79368728e-01 -2.40054934e-01 -1.65491613e-03)	(8.37500000e-01 7.12500000e-01 5.00000000e-02)	(7.94501159e-02 1.86680011e-01 8.50428329e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
0.89            	p               	-7.97964051e-01	(1.25000000e-02 9.87500000e-01 4.50000000e-01)	1.33563314e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
0.89            	U               	(-1.80026346e-01 -2.41820983e-01 -1.63420887e-03)	(8.37500000e-01 7.12500000e-01 5.00000000e-02)	(7.94096271e-02 1.86655481e-01 8.49270236e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
0.9             	p               	-7.97740721e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.33617157e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
0.9             	U               	(-1.80657704e-01 -2.43571859e-01 -1.61371684e-03)	(8.37500000e-01 7.12500000e-01 5.00000000e-02)	(7.93698716e-02 1.86631320e-01 8.48142940e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
0.91            	p               	-7.97524647e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.33670255e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
0.91            	U               	(-1.81263394e-01 -2.45307563e-01 -1.59339486e-03)	(8.37500000e-01 7.12500000e-01 5.00000000e-02)	(7.93308359e-02 1.86607526e-01 8.47052464e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
0.92            	p               	-7.97313833e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.33722397e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
0.92            	U               	(-1.81844005e-01 -2.47028038e-01 -1.57317197e-03)	(8.37500000e-01 7.12500000e-01 5.00000000e-02)	(7.92925059e-02 1.86584094e-01 8.45989286e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
0.93            	p               	-7.97109179e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.33773834e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
0.93            	U               	(-1.82400127e-01 -2.48733251e-01 -1.55313253e-03)	(8.37500000e-01 7.12500000e-01 5.00000000e-02)	(7.92548678e-02 1.86561021e-01 8.44957539e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
0.94            	p               	-7.96910404e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.33824443e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
0.94            	U               	(-1.82932344e-01 -2.50423183e-01 -1.53322042e-03)	(8.37500000e-01 7.12500000e-01 5.00000000e-02)	(7.92179072e-02 1.86538303e-01 8.43955776e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
0.95            	p               	-7.96716494e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.33874363e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
0.95            	U               	(-1.83441236e-01 -2.52097817e-01 -1.51349179e-03)	(8.37500000e-01 7.12500000e-01 5.00000000e-02)	(2.72228780e-01 1.47405454e-01 3.22413356e-02)	(1.25000000e-02 9.87500000e-01 5.00000000e-02)
0.96            	p               	-7.96525286e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.33922027e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
0.96            	U               	(-1.83927226e-01 -2.53756837e-01 -1.49345151e-03)	(8.37500000e-01 7.12500000e-01 5.00000000e-02)	(2.72227929e-01 1.47405021e-01 3.22335940e-02)	(1.25000000e-02 9.87500000e-01 5.00000000e-02)
0.97            	p               	-7.96347826e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.33973315e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
0.97            	U               	(-1.84391212e-01 -2.55400871e-01 -1.47496847e-03)	(8.37500000e-01 7.12500000e-01 5.00000000e-02)	(2.72227132e-01 1.47404634e-01 3.22264087e-02)	(1.25000000e-02 9.87500000e-01 5.00000000e-02)
0.98            	p               	-7.96164307e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.34020245e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
0.98            	U               	(-1.75757929e-01 -3.24763872e-01 -2.00374217e-03)	(8.62500000e-01 7.62500000e-01 5.00000000e-02)	(2.72226383e-01 1.47404289e-01 3.22189780e-02)	(1.25000000e-02 9.87500000e-01 5.00000000e-02)
0.99            	p               	-7.95992924e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.34067543e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
0.99            	U               	(-1.75580627e-01 -3.26390177e-01 -1.98566112e-03)	(8.62500000e-01 7.62500000e-01 5.00000000e-02)	(2.72225681e-01 1.47403984e-01 3.22120391e-02)	(1.25000000e-02 9.87500000e-01 5.00000000e-02)
1               	p               	-7.95823028e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.34113818e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
1               	U               	(-1.75392341e-01 -3.27993804e-01 -1.96760126e-03)	(8.62500000e-01 7.62500000e-01 5.00000000e-02)	(2.72225024e-01 1.47403718e-01 3.22051602e-02)	(1.25000000e-02 9.87500000e-01 5.00000000e-02)
1.01            	p               	-7.95659031e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.34159670e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
1.01            	U               	(-1.75193613e-01 -3.29575036e-01 -1.94994215e-03)	(8.62500000e-01 7.62500000e-01 5.00000000e-02)	(2.72224408e-01 1.47403488e-01 3.21985202e-02)	(1.25000000e-02 9.87500000e-01 5.00000000e-02)
1.02            	p               	-7.95498871e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.34204836e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
1.02            	U               	(-1.74984964e-01 -3.31134166e-01 -1.93250617e-03)	(8.62500000e-01 7.62500000e-01 5.00000000e-02)	(2.72223833e-01 1.47403292e-01 3.21920356e-02)	(1.25000000e-02 9.87500000e-01 5.00000000e-02)
1.03            	p               	-7.95343544e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.34249388e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
1.03            	U               	(-1.75237454e-01 -2.45804403e-01 -1.37446449e-03)	(8.37500000e-01 6.87500000e-01 5.00000000e-02)	(2.72223296e-01 1.47403129e-01 3.21857466e-02)	(1.25000000e-02 9.87500000e-01 5.00000000e-02)
1.04            	p               	-7.95191003e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.34293657e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
1.04            	U               	(-1.75817174e-01 -2.47334784e-01 -1.35845643e-03)	(8.37500000e-01 6.87500000e-01 5.00000000e-02)	(2.72222796e-01 1.47402996e-01 3.21795704e-02)	(1.25000000e-02 9.87500000e-01 5.00000000e-02)
1.05            	p               	-7.95044136e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.34337514e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
1.05            	U               	(-1.76378476e-01 -2.48852772e-01 -1.34254175e-03)	(8.37500000e-01 6.87500000e-01 5.00000000e-02)	(2.72222330e-01 1.47402892e-01 3.21736240e-02)	(1.25000000e-02 9.87500000e-01 5.00000000e-02)
1.06            	p               	-7.94898042e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.34377808e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
1.06            	U               	(-1.76921384e-01 -2.50358195e-01 -1.32633137e-03)	(8.37500000e-01 6.87500000e-01 5.00000000e-02)	(7.88223471e-02 1.86291604e-01 8.33842241e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
1.07            	p               	-7.94690327e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.34429628e+00	(9.87500000e-01 9.87500000e-01 2.50000000e-01)
1.07            	U               	(-1.77446645e-01 -2.51851331e-01 -1.31439882e-03)	(8.37500000e-01 6.87500000e-01 5.00000000e-02)	(7.87929921e-02 1.86273048e-01 8.32825568e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
1.08            	p               	-7.94680325e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.34457396e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
1.08            	U               	(-1.77954552e-01 -2.53332064e-01 -1.29255051e-03)	(8.37500000e-01 6.87500000e-01 5.00000000e-02)	(7.87641360e-02 1.86254780e-01 8.32730305e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
1.09            	p               	-7.94475864e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.34506136e+00	(9.87500000e-01 9.87500000e-01 2.50000000e-01)
1.09            	U               	(-1.78445454e-01 -2.54800351e-01 -1.28051292e-03)	(8.37500000e-01 6.87500000e-01 5.00000000e-02)	(2.72220781e-01 1.47402733e-01 3.21506183e-02)	(1.25000000e-02 9.87500000e-01 5.00000000e-02)
1.1             	p               	-7.94364214e-01	(1.25000000e-02 9.87500000e-01 7.50000000e-01)	1.34544665e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
1.1             	U               	(-1.74624517e-01 -3.24844230e-01 -1.70824503e-03)	(8.62500000e-01 7.37500000e-01 5.00000000e-02)	(2.72220463e-01 1.47402753e-01 3.21460835e-02)	(1.25000000e-02 9.87500000e-01 5.00000000e-02)
1.11            	p               	-7.94168848e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.34591707e+00	(9.87500000e-01 9.87500000e-01 2.50000000e-01)
1.11            	U               	(-1.74620729e-01 -3.26329579e-01 -1.69608185e-03)	(8.62500000e-01 7.37500000e-01 5.00000000e-02)	(2.72220173e-01 1.47402790e-01 3.21381876e-02)	(1.25000000e-02 9.87500000e-01 5.00000000e-02)
1.12            	p               	-7.94166922e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.34619021e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
1.12            	U               	(-1.74607030e-01 -3.27796478e-01 -1.67512532e-03)	(8.62500000e-01 7.37500000e-01 5.00000000e-02)	(2.72219907e-01 1.47402848e-01 3.21381116e-02)	(1.25000000e-02 9.87500000e-01 5.00000000e-02)
1.13            	p               	-7.93977851e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.34665029e+00	(9.87500000e-01 9.87500000e-01 2.50000000e-01)
1.13            	U               	(-1.74583807e-01 -3.29245136e-01 -1.66334801e-03)	(8.62500000e-01 7.37500000e-01 5.00000000e-02)	(2.72219662e-01 1.47402927e-01 3.21304549e-02)	(1.25000000e-02 9.87500000e-01 5.00000000e-02)
1.14            	p               	-7.93881561e-01	(1.25000000e-02 9.87500000e-01 7.50000000e-01)	1.34701526e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
1.14            	U               	(-1.74551435e-01 -3.30675743e-01 -1.64748253e-03)	(8.62500000e-01 7.37500000e-01 5.00000000e-02)	(2.72219442e-01 1.47403019e-01 3.21265390e-02)	(1.25000000e-02 9.87500000e-01 5.00000000e-02)
1.15            	p               	-7.93701264e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.34746367e+00	(9.87500000e-01 9.87500000e-01 2.50000000e-01)
1.15            	U               	(-1.74510293e-01 -3.32088498e-01 -1.63592867e-03)	(8.62500000e-01 7.37500000e-01 5.00000000e-02)	(2.72219242e-01 1.47403129e-01 3.21192566e-02)	(1.25000000e-02 9.87500000e-01 5.00000000e-02)
1.16            	p               	-7.93704812e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.34772749e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
1.16            	U               	(-1.74460759e-01 -3.33483572e-01 -1.61604051e-03)	(8.62500000e-01 7.37500000e-01 5.00000000e-02)	(2.72219060e-01 1.47403256e-01 3.21194016e-02)	(1.25000000e-02 9.87500000e-01 5.00000000e-02)
1.17            	p               	-7.93531371e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.34817392e+00	(9.87500000e-01 9.87500000e-01 2.50000000e-01)
1.17            	U               	(-1.74403288e-01 -3.34861107e-01 -1.60488652e-03)	(8.62500000e-01 7.37500000e-01 5.00000000e-02)	(2.72218900e-01 1.47403397e-01 3.21123777e-02)	(1.25000000e-02 9.87500000e-01 5.00000000e-02)
1.18            	p               	-7.93447089e-01	(1.25000000e-02 9.87500000e-01 7.50000000e-01)	1.34854254e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
